episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
20,1.0,3.113529252367621,0.9581312770302883,-0.23408647318087517,21.229573861273455,0.5,[21.229573861273455, 0.5],0.0,False,True,0.7181697456730155,1,19.549800178858835,65.913,prepare,0.0
20,2.0,3.113128707743136,0.9581858991017332,-0.21872554113792803,-8.324838182851066,2.584990704255023,[-8.324838182851066, 2.584990704255023],1.0,False,True,0.7161198514519668,1,19.549800178858835,65.979,in_progress,0.0
20,3.0,3.1198492305085312,0.9606518220254795,0.42496169546937135,-24.3,0.5,[-24.3, 0.5],1.0,False,True,0.750447876003377,1,19.549800178858835,66.053,in_progress,0.0
20,4.0,3.136976633242753,0.9552615961344552,-0.4494219955035374,22.298073453065246,0.8688285362842916,[22.298073453065246, 0.8688285362842916],1.0,False,True,0.8381615856650723,1,19.549800178858835,66.118,in_progress,0.0
20,5.0,3.1624291137332667,0.9547315977566389,-0.5629336155671334,24.900000000000002,0.5,[24.900000000000002, 0.5],1.0,False,True,0.9683640330050379,1,19.549800178858835,66.186,in_progress,0.0
20,6.0,3.1972197797291426,0.9670118703935966,2.427685566982555,2.0349920786313653,0.5,[2.0349920786313653, 0.5],1.0,False,True,1.1461478148583113,1,19.549800178858835,66.249,in_progress,0.0
20,7.0,3.2289843808357808,0.9746467902297776,3.9330647506611456,-17.30800739120985,3.1476974647248457,[-17.30800739120985, 3.1476974647248457],1.0,False,True,1.3085336422969531,1,19.549800178858835,66.312,in_progress,0.0
20,8.0,3.272673429793441,0.9772190786933067,3.765930972536635,23.742410783553492,0.5,[23.742410783553492, 0.5],1.0,False,True,1.531976956837811,2,19.549800178858835,66.38,in_progress,0.0
20,9.0,3.3180209737313517,0.9795844958874518,3.5181327099996773,18.066630117014522,4.0,[18.066630117014522, 4.0],1.0,False,True,1.7639062344658494,2,19.549800178858835,66.449,in_progress,0.0
20,10.0,3.3662616092691904,0.9906036527900444,5.410460354801619,-4.640580395026014,1.446302624811931,[-4.640580395026014, 1.446302624811931],0.5,False,True,2.0106453058095104,2,19.549800178858835,66.509,in_progress,0.0
20,11.0,3.42696756353937,1.006953858230074,7.918850263438523,23.743249160365163,4.0,[23.743249160365163, 4.0],0.5,False,True,2.3210210749211817,2,19.549800178858835,66.583,in_progress,0.0
20,12.0,3.503872716901057,1.0236096010942035,9.322937276505634,-19.268892065845847,0.5,[-19.268892065845847, 0.5],0.5,False,True,2.7142552440880747,3,19.549800178858835,66.637,in_progress,0.0
20,13.0,3.5875107796363763,1.0444649694297083,11.267353396219868,5.113930808565161,2.012774561929627,[5.113930808565161, 2.012774561929627],0.001,False,True,3.142064518951516,3,19.549800178858835,66.722,in_progress,0.0
20,14.0,3.6572620693187816,1.057120865710816,11.152066439179944,-9.031742818677378,1.4605166476822826,[-9.031742818677378, 1.4605166476822826],0.001,False,True,3.498765940415384,3,19.549800178858835,66.786,in_progress,0.0
20,15.0,3.7307859379133435,1.0726233108490093,11.37535889046526,-6.802108886730942,4.0,[-6.802108886730942, 4.0],0.001,False,True,3.87474527770868,4,19.549800178858835,66.818,in_progress,0.0
20,16.0,3.8638921175988736,1.1006536183356699,11.559612775929885,-24.3,3.882089752538489,[-24.3, 3.882089752538489],0.001,False,True,4.555601958960922,5,19.549800178858835,66.92,in_progress,0.0
20,17.0,3.939678397038289,1.1125745714726887,10.735179382856384,2.8736955173703826,0.6016808633261541,[2.8736955173703826, 0.6016808633261541],0.1,False,True,4.9431941028881505,5,19.549800178858835,66.984,in_progress,0.0
