episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
40,1.0,3.1132297713687365,0.9582292850647756,-0.21594258342748707,-24.3,0.7807961093975417,[-24.3, 0.7807961093975417],0.0,False,True,0.716635955266739,1,19.549800178858835,115.449,prepare,0.0
40,2.0,3.1131287077431447,0.9581858991017331,-0.21872554113792803,9.314270844499585,2.745720623723341,[9.314270844499585, 2.745720623723341],1.0,False,True,0.7161198514519654,1,19.549800178858835,115.511,in_progress,0.0
40,3.0,3.1222454348935815,0.9565211190319908,-0.6084009795342763,-11.380106380562639,3.544560065323501,[-11.380106380562639, 3.544560065323501],1.0,False,True,0.7627853717534092,1,19.549800178858835,115.583,in_progress,0.0
40,4.0,3.147449039907037,0.9487245934997135,-2.4180266228605505,23.202370285524918,2.6837737928324845,[23.202370285524918, 2.6837737928324845],1.0,False,True,0.8918566878250436,1,19.549800178858835,115.653,in_progress,0.0
40,5.0,3.1823624618837014,0.9463884078428333,-2.805969312588113,-5.551611598788565,1.361847960979088,[-5.551611598788565, 1.361847960979088],1.0,False,True,1.0704050373608744,1,19.549800178858835,115.719,in_progress,0.0
40,6.0,3.2284669234789156,0.9476890608229805,-1.9705490267190893,24.900000000000002,0.5000808875797926,[24.900000000000002, 0.5000808875797926],1.0,False,True,1.3062191735265973,1,19.549800178858835,115.775,in_progress,0.0
40,7.0,3.2787520098463636,0.9441691002600996,-2.411370395446124,17.4659468071487,0.5,[17.4659468071487, 0.5],1.0,False,True,1.5634771746808558,2,19.549800178858835,115.851,in_progress,0.0
40,8.0,3.3183671425970718,0.9489819239539338,-0.8457666124079917,-8.749362758735922,1.1637326630945743,[-8.749362758735922, 1.1637326630945743],1.0,False,True,1.766054264693574,2,19.549800178858835,115.919,in_progress,0.0
40,9.0,3.3674352049951706,0.9547287636020858,0.6295193863464735,21.075058830812356,1.1502573969446486,[21.075058830812356, 1.1502573969446486],1.0,False,True,2.0169629130882054,2,19.549800178858835,115.985,in_progress,0.0
40,10.0,3.441109015229547,0.9694926009747608,3.8077638627522266,-24.3,0.5,[-24.3, 0.5],1.0,False,True,2.3936849141773227,2,19.549800178858835,116.052,in_progress,0.0
40,11.0,3.4830946028347434,0.9830247204659074,6.425234072906193,-24.3,2.742993365743631,[-24.3, 2.742993365743631],0.5,False,True,2.608328199524526,3,19.549800178858835,116.114,in_progress,0.0
40,12.0,3.5331066931434885,0.9918328819389681,7.271680067374054,-1.4834095404873011,0.6072921356310736,[-1.4834095404873011, 0.6072921356310736],0.5,False,True,2.8640695379648538,3,19.549800178858835,116.186,in_progress,0.0
40,13.0,3.595713080378579,1.0015672275638032,7.766694243574899,1.8238932314321374,0.5217530534559484,[1.8238932314321374, 0.5217530534559484],0.5,False,True,3.184311917230508,3,19.549800178858835,116.252,in_progress,0.0
40,14.0,3.6490992377811877,1.0147805363680718,9.150879011825385,-4.405443014550997,4.0,[-4.405443014550997, 4.0],0.5,False,True,3.457299652641445,3,19.549800178858835,116.318,in_progress,0.0
40,15.0,3.698670205532132,1.0286389953208575,10.536732435065694,-24.3,3.7485942888387362,[-24.3, 3.7485942888387362],0.001,False,True,3.710767785223046,4,19.549800178858835,116.386,in_progress,0.0
40,16.0,3.7702987913284494,1.0376890646169028,9.645301752562574,-0.7594329938753219,0.7685638813007032,[-0.7594329938753219, 0.7685638813007032],0.5,False,True,4.077203473486243,4,19.549800178858835,116.45,in_progress,0.0
40,17.0,3.83231448557304,1.0471433786354118,8.882126235984606,-11.27164055415737,3.397500928757716,[-11.27164055415737, 3.397500928757716],0.5,False,True,4.39437065273338,4,19.549800178858835,116.518,in_progress,0.0
40,18.0,3.917828048596146,1.0605676157632478,8.901390191282635,-5.376345871699698,0.9676790099345298,[-5.376345871699698, 0.9676790099345298],0.5,False,True,4.831710981035505,5,19.549800178858835,116.584,in_progress,0.0
40,19.0,4.003161983472585,1.0642425537014857,6.9471553453878805,3.852561802701377,3.0750815310581823,[3.852561802701377, 3.0750815310581823],0.5,False,True,5.268300030413938,5,19.549800178858835,116.647,in_progress,0.0
40,20.0,4.091426093965833,1.0702165757137487,5.9335714111090185,17.182175610503446,4.0,[17.182175610503446, 4.0],0.5,False,True,5.71975697136973,6,19.549800178858835,116.717,in_progress,0.0
40,21.0,4.184696435125188,1.0856326029259067,7.14089673394403,13.18461979369432,1.438309207571364,[13.18461979369432, 1.438309207571364],0.5,False,True,6.19690501557694,6,19.549800178858835,116.785,in_progress,0.0
40,22.0,4.296888568089224,1.1216398420822928,11.530580903896745,21.230908092463796,3.746382572508326,[21.230908092463796, 3.746382572508326],0.1,False,True,6.770659740184129,7,19.549800178858835,116.853,in_progress,0.0
40,23.0,4.385221675046495,1.15764381245177,15.415980381258779,-24.3,1.7977310248162948,[-24.3, 1.7977310248162948],0.1,False,True,7.222548377504157,7,19.549800178858835,116.917,in_progress,0.0
40,24.0,4.482501887391923,1.1986329546092507,19.685137501062833,1.1730503489187107,1.5322361821508963,[1.1730503489187107, 1.5322361821508963],0.1,False,True,7.720045328570644,8,19.549800178858835,116.982,in_progress,0.0
40,25.0,4.58417707650247,1.230852642544491,19.876739409519715,-0.8695562850455296,1.9101724033834977,[-0.8695562850455296, 1.9101724033834977],0.001,False,False,8.24026619255341,8,19.549800178858835,117.051,in_progress,0.0
40,26.0,4.702806513426287,1.2592481335247918,16.99387276070711,-10.642506194052066,0.8684061787146635,[-10.642506194052066, 0.8684061787146635],0.001,False,False,8.847022566517792,9,19.549800178858835,117.121,in_progress,0.0
40,27.0,4.814095723929951,1.2717650079847138,12.579512754099678,-3.738535858544754,2.002141104109897,[-3.738535858544754, 2.002141104109897],0.001,False,False,9.416515204169935,9,19.549800178858835,117.189,in_progress,0.0
40,28.0,4.924536298628665,1.273005150066118,7.686594953572885,2.6433443314343172,4.0,[2.6433443314343172, 4.0],0.001,False,False,9.981433211749104,10,19.549800178858835,117.25,in_progress,0.0
40,29.0,5.041878640131035,1.2693054122604481,3.596455990554019,-13.396781079918483,1.2199618180331173,[-13.396781079918483, 1.2199618180331173],0.001,False,False,10.581854541566868,11,19.549800178858835,117.315,in_progress,0.0
40,30.0,5.155826842670906,1.258504686389772,-0.3830620313608009,-24.3,3.4793171882843494,[-24.3, 3.4793171882843494],0.001,False,False,11.164992959545037,11,19.549800178858835,117.381,in_progress,0.0
40,31.0,5.266349966611539,1.240134979599728,-4.29972281987693,-24.3,1.0498287022384738,[-24.3, 1.0498287022384738],0.001,False,False,11.730323845954057,12,19.549800178858835,117.446,in_progress,0.0
40,32.0,5.390572049426433,1.2056570541965939,-9.43531160573125,-11.608642986477754,0.8176440209237665,[-11.608642986477754, 0.8176440209237665],0.1,False,False,12.365834586907159,12,19.549800178858835,117.517,in_progress,0.0
40,33.0,5.48432266381998,1.17120859708306,-13.475656771909808,1.7064601891400244,4.0,[1.7064601891400244, 4.0],0.1,False,False,12.845346300709112,13,19.549800178858835,117.576,in_progress,0.0
40,34.0,5.5710455371435526,1.1331718216022924,-17.336495072184622,-20.71995442474743,0.7910517433616182,[-20.71995442474743, 0.7910517433616182],0.1,False,False,13.289114481669111,13,19.549800178858835,117.652,in_progress,0.0
40,35.0,5.651977470188911,1.0887948117811352,-21.377861187520423,-8.527621415969318,0.9664101831217988,[-8.527621415969318, 0.9664101831217988],0.001,False,True,13.70299422602503,14,19.549800178858835,117.718,in_progress,0.0
40,36.0,5.714194357160966,1.0442693718854406,-25.564539499932863,11.708036462161477,3.3676085354601626,[11.708036462161477, 3.3676085354601626],0.001,False,True,14.021251551259809,14,19.549800178858835,117.786,in_progress,0.0
40,37.0,5.785392912540253,0.9943904380438708,-28.7245018533327,24.900000000000002,0.6707653772827902,[24.900000000000002, 0.6707653772827902],0.001,False,True,14.38527016016564,14,19.549800178858835,117.852,in_progress,0.0
40,38.0,5.867907922630158,0.9587065411037707,-27.63777515858848,12.40860496131906,2.351289927785401,[12.40860496131906, 2.351289927785401],0.001,False,True,14.807222980040494,15,19.549800178858835,117.918,in_progress,0.0
40,39.0,5.934337639858264,0.9337153351091972,-25.74593962840481,-8.032380655172936,1.8153092580440182,[-8.032380655172936, 1.8153092580440182],0.001,False,True,15.146908987594667,15,19.549800178858835,117.985,in_progress,0.0
